Scheme Code,Division Code,Division Description,Treasury Code,Treasury,Grant Number,Grant Head Description,Major Head Code,Major Head Description,Scheme Code Description,Standard Object Code,Standard Object Description,Plan / Non-Plan,Voted / Charged,fiscal_year,Progressive Allotment,Actual Progressive Expenditure upto month (February),Provisional Current Month Expenditure(March),Total Expenditure Upto Month (March),% A/E,overall expenditure,excess
8009011010100,2800.0,MIRZAPUR,72.0,BHADOHI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1273515.0,0,1273515.0,0.0,1273515.0,-1273515.0
8009011010200,2800.0,MIRZAPUR,69.0,TRY.SONBHADRA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,659200.0,0,659200.0,0.0,659200.0,-659200.0
8009011010200,2800.0,MIRZAPUR,28.0,MIRZAPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4029084.0,0,4029084.0,0.0,4029084.0,-4029084.0
8009011010200,2800.0,MIRZAPUR,28.0,MIRZAPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,13127922.0,0,13127922.0,0.0,13127922.0,-13127922.0
4202012033300,1400.0,MORADABAD,12.0,BIJNOR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,99904,99904.0,99.9,99904.0,96.0
4202012021700,1400.0,MORADABAD,92.0,SAMBHAL,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,7392000,7392000.0,0,7392000.0,100.0,7392000.0,0.0
8009011010100,1400.0,MORADABAD,12.0,BIJNOR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,8000220.0,0,8000220.0,0.0,8000220.0,-8000220.0
8009011010200,1400.0,MORADABAD,14.0,MORADABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,21400091.0,0,21400091.0,0.0,21400091.0,-21400091.0
8009011010100,1400.0,MORADABAD,14.0,MORADABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,6531427.0,0,6531427.0,0.0,6531427.0,-6531427.0
8009011010200,1400.0,MORADABAD,92.0,SAMBHAL,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2082700.0,0,2082700.0,0.0,2082700.0,-2082700.0
8009011010200,1400.0,MORADABAD,86.0,J.P.NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,14092638.0,0,14092638.0,0.0,14092638.0,-14092638.0
8009011010200,1400.0,MORADABAD,17.0,RAMPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,17527362.0,900000,18427362.0,0.0,17527362.0,-17527362.0
8009011010200,1400.0,MORADABAD,12.0,BIJNOR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,26667477.0,0,26667477.0,0.0,26667477.0,-26667477.0
8009011010200,1400.0,MORADABAD,12.0,BIJNOR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3393900.0,0,3393900.0,0.0,3393900.0,-3393900.0
8009011010100,1400.0,MORADABAD,17.0,RAMPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4830921.0,0,4830921.0,0.0,4830921.0,-4830921.0
8009011010200,1400.0,MORADABAD,86.0,J.P.NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,300000.0,0,300000.0,0.0,300000.0,-300000.0
8009011010100,1400.0,MORADABAD,86.0,J.P.NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1438372.0,0,1438372.0,0.0,1438372.0,-1438372.0
8009011010100,1400.0,MORADABAD,14.0,MORADABAD,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2886000.0,0,2886000.0,0.0,2886000.0,-2886000.0
8009011010100,1400.0,MORADABAD,17.0,RAMPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1723367.0,0,1723367.0,0.0,1723367.0,-1723367.0
8009011010200,1400.0,MORADABAD,17.0,RAMPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,338000.0,0,338000.0,0.0,338000.0,-338000.0
8009011010100,1400.0,MORADABAD,17.0,RAMPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2733547.0,0,2733547.0,0.0,2733547.0,-2733547.0
8009011010200,1400.0,MORADABAD,86.0,J.P.NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2200000.0,0,2200000.0,0.0,2200000.0,-2200000.0
8009011010200,1400.0,MORADABAD,14.0,MORADABAD,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,6557243.0,0,6557243.0,0.0,6557243.0,-6557243.0
8009011010200,1400.0,MORADABAD,92.0,SAMBHAL,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3092368.0,0,3092368.0,0.0,3092368.0,-3092368.0
8009011010200,1400.0,MORADABAD,14.0,MORADABAD,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3736439.0,0,3736439.0,0.0,3736439.0,-3736439.0
8009011010100,1400.0,MORADABAD,86.0,J.P.NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,50000.0,0,50000.0,0.0,50000.0,-50000.0
4202012033300,1400.0,MORADABAD,92.0,SAMBHAL,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,200000,0.0,0,0.0,0.0,0.0,0.0
8009011010100,1400.0,MORADABAD,12.0,BIJNOR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,300000.0,0,300000.0,0.0,300000.0,-300000.0
8009011010100,1400.0,MORADABAD,86.0,J.P.NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,594000.0,0,594000.0,0.0,594000.0,-594000.0
8009011010200,1400.0,MORADABAD,17.0,RAMPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4114725.0,0,4114725.0,0.0,4114725.0,-4114725.0
8009011010200,200.0,SAHARANPUR,2.0,SAHARANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,18411067.0,1331200,19742267.0,0.0,18411067.0,-18411067.0
4202012033500,200.0,SAHARANPUR,2.0,SAHARANPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,जनपद सहारनपुर में राज्य विश्वविद्यालय,60,भूमि क्रय,N,V,2020-2021,191222695,191222695.0,0,191222695.0,100.0,191222695.0,0.0
8009011010200,200.0,SAHARANPUR,3.0,MUZAFFARNAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,12066608.0,0,12066608.0,0.0,12066608.0,-12066608.0
8009011010100,200.0,SAHARANPUR,3.0,MUZAFFARNAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2137674.0,250000,2387674.0,0.0,2137674.0,-2137674.0
8009011010100,200.0,SAHARANPUR,2.0,SAHARANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,6694467.0,0,6694467.0,0.0,6694467.0,-6694467.0
8009011010100,200.0,SAHARANPUR,91.0,SHAMLI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1323425.0,0,1323425.0,0.0,1323425.0,-1323425.0
8009011010200,200.0,SAHARANPUR,91.0,SHAMLI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1985851.0,0,1985851.0,0.0,1985851.0,-1985851.0
4202012021700,200.0,SAHARANPUR,3.0,MUZAFFARNAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,2392000,2392000.0,0,2392000.0,100.0,2392000.0,0.0
4202012033300,200.0,SAHARANPUR,2.0,SAHARANPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
4202012020400,200.0,SAHARANPUR,2.0,SAHARANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय उच्चतर माध्यमिक विद्यालयों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,9040000,9040000.0,0,9040000.0,100.0,9040000.0,0.0
8009011010100,200.0,SAHARANPUR,3.0,MUZAFFARNAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1888652.0,0,1888652.0,0.0,1888652.0,-1888652.0
8009011010200,200.0,SAHARANPUR,91.0,SHAMLI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,787572.0,0,787572.0,0.0,787572.0,-787572.0
8009011010200,200.0,SAHARANPUR,2.0,SAHARANPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2629000.0,0,2629000.0,0.0,2629000.0,-2629000.0
8009011010100,200.0,SAHARANPUR,91.0,SHAMLI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,400000.0,0,400000.0,0.0,400000.0,-400000.0
8009011010100,200.0,SAHARANPUR,2.0,SAHARANPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1000000.0,0,1000000.0,0.0,1000000.0,-1000000.0
8009011010200,200.0,SAHARANPUR,91.0,SHAMLI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,250000.0,0,250000.0,0.0,250000.0,-250000.0
8009011010200,200.0,SAHARANPUR,3.0,MUZAFFARNAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1754500.0,0,1754500.0,0.0,1754500.0,-1754500.0
4202012021700,200.0,SAHARANPUR,91.0,SHAMLI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,2392000,2392000.0,0,2392000.0,100.0,2392000.0,0.0
8009011010200,2700.0,VARANASI,27.0,VARANASI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,9604556.0,0,9604556.0,0.0,9604556.0,-9604556.0
8009011010200,2700.0,VARANASI,27.0,VARANASI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,60333628.0,3030000,63363628.0,0.0,60333628.0,-60333628.0
8009011010200,2700.0,VARANASI,29.0,JAUNPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,13487684.0,0,13487684.0,0.0,13487684.0,-13487684.0
8009011010200,2700.0,VARANASI,30.0,GHAZIPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,30356397.0,0,30356397.0,0.0,30356397.0,-30356397.0
8009011010200,2700.0,VARANASI,77.0,CHANDAULI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,10374822.0,0,10374822.0,0.0,10374822.0,-10374822.0
8009011010100,2700.0,VARANASI,77.0,CHANDAULI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3133337.0,0,3133337.0,0.0,3133337.0,-3133337.0
8009011010100,2700.0,VARANASI,30.0,GHAZIPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2646000.0,1138831,3784831.0,0.0,2646000.0,-2646000.0
8009011010100,2700.0,VARANASI,29.0,JAUNPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4852870.0,300000,5152870.0,0.0,4852870.0,-4852870.0
8009011010100,2700.0,VARANASI,30.0,GHAZIPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2240743.0,1100000,3340743.0,0.0,2240743.0,-2240743.0
4202012021700,2700.0,VARANASI,29.0,JAUNPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,5791000,0.0,5791000,5791000.0,100.0,5791000.0,0.0
4202012021700,2700.0,VARANASI,77.0,CHANDAULI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,4000000,4000000.0,0,4000000.0,100.0,4000000.0,0.0
8009011010100,2700.0,VARANASI,27.0,VARANASI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,14330269.0,1146742,15477011.0,0.0,14330269.0,-14330269.0
8009011010100,2700.0,VARANASI,29.0,JAUNPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2490665.0,0,2490665.0,0.0,2490665.0,-2490665.0
8009011010200,2700.0,VARANASI,30.0,GHAZIPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1901810.0,0,1901810.0,0.0,1901810.0,-1901810.0
8009011010200,2700.0,VARANASI,77.0,CHANDAULI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,582200.0,0,582200.0,0.0,582200.0,-582200.0
8009011010200,2700.0,VARANASI,30.0,GHAZIPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2470870.0,0,2470870.0,0.0,2470870.0,-2470870.0
8009011010200,2700.0,VARANASI,29.0,JAUNPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,8022600.0,0,8022600.0,0.0,8022600.0,-8022600.0
4202012033300,2700.0,VARANASI,30.0,GHAZIPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,0,100000.0,0,100000.0,0.0,100000.0,-100000.0
8009011010200,2700.0,VARANASI,77.0,CHANDAULI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3500000.0,8875958,12375958.0,0.0,3500000.0,-3500000.0
4202012033300,2700.0,VARANASI,29.0,JAUNPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
8009011010100,2700.0,VARANASI,27.0,VARANASI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,300000.0,0,300000.0,0.0,300000.0,-300000.0
4202012033300,2700.0,VARANASI,77.0,CHANDAULI,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,300000,0.0,0,0.0,0.0,0.0,0.0
8009011010100,2700.0,VARANASI,30.0,GHAZIPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,290000.0,0,290000.0,0.0,290000.0,-290000.0
4202012033300,2700.0,VARANASI,27.0,VARANASI,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,2090000,1789962.0,100000,1889962.0,90.43,1789962.0,300038.0
8009011010200,2700.0,VARANASI,29.0,JAUNPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4149000.0,0,4149000.0,0.0,4149000.0,-4149000.0
8009011010100,2700.0,VARANASI,77.0,CHANDAULI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1827145.0,0,1827145.0,0.0,1827145.0,-1827145.0
4202012021400,2700.0,VARANASI,77.0,CHANDAULI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय संस्कत पाठशाला,25,लघु निर्माण कार्य,N,V,2020-2021,25000,0.0,0,0.0,0.0,0.0,0.0
8009011010100,2700.0,VARANASI,27.0,VARANASI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4428848.0,0,4428848.0,0.0,4428848.0,-4428848.0
8009011010200,2700.0,VARANASI,27.0,VARANASI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,9338383.0,0,9338383.0,0.0,9338383.0,-9338383.0
8009011010100,,,,AYODHYA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3129641.0,0,3129641.0,0.0,3129641.0,-3129641.0
8009011010100,,,,PRAYAGRAJ-CIV,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,10221227.0,0,10221227.0,0.0,10221227.0,-10221227.0
8009011010200,,,,AYODHYA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,6960495.0,0,6960495.0,0.0,6960495.0,-6960495.0
8009011010200,,,,PRAYAGRAJ-CIV,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,30604904.0,150000,30754904.0,0.0,30604904.0,-30604904.0
4202012020900,,,,PRAYAGRAJ-CIV,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,माध्यमिक शिक्षा निदेशालय का अधिष्ठान,25,लघु निर्माण कार्य,N,V,2020-2021,497700,497700.0,0,497700.0,100.0,497700.0,0.0
4202012021700,,,,AYODHYA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,7936000,7936000.0,0,7936000.0,100.0,7936000.0,0.0
4202012021700,,,,PRAYAGRAJ-COLL,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,2392000,2392000.0,0,2392000.0,100.0,2392000.0,0.0
8009011010100,,,,AYODHYA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,11622971.0,0,11622971.0,0.0,11622971.0,-11622971.0
8009011010100,,,,PRAYAGRAJ-CIV,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,25722337.0,5100768,30823105.0,0.0,25722337.0,-25722337.0
8009011010100,,,,PRAYAGRAJ-COLL,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,14774657.0,950000,15724657.0,0.0,14774657.0,-14774657.0
8009011010200,,,,AYODHYA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,16973587.0,0,16973587.0,0.0,16973587.0,-16973587.0
8009011010200,,,,PRAYAGRAJ-CIV,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,120087691.0,1300000,121387691.0,0.0,120087691.0,-120087691.0
8009011010200,,,,PRAYAGRAJ-COLL,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,41566340.0,411950,41978290.0,0.0,41566340.0,-41566340.0
4202012030400,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,नये राजकीय महाविद्यालयो की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,249380000,249380000.0,0,249380000.0,100.0,249380000.0,0.0
4202012030400,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,नये राजकीय महाविद्यालयो की स्थापना,60,भूमि क्रय,N,V,2020-2021,620000,620000.0,0,620000.0,100.0,620000.0,0.0
4202012030500,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय महाविद्यालय़ों के निर्माणाधीन भवनों को पूर्ण किया जाना,24,वृहत् निर्माण कार्य,N,V,2020-2021,345000000,345000000.0,0,345000000.0,100.0,345000000.0,0.0
4202012030900,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,"राजकीय महाविद्यालयों के भवनों का निर्माण, विस्तार एवं विद्युतीकरण",24,वृहत् निर्माण कार्य,N,V,2020-2021,10000000,0.0,10000000,10000000.0,100.0,10000000.0,0.0
4202012031500,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय महाविद्यालयों में आधारभूत सुविधाओं हेतु व्यवस्था,26,मशीनें और सज्जा /उपकरण और संयंत्र,N,V,2020-2021,20000000,17500000.0,0,17500000.0,87.5,17500000.0,2500000.0
4202012033100,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,जनपद इलाहाबाद में राज्य विश्वविद्यालय की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,150000000,50000000.0,100000000,150000000.0,100.0,50000000.0,100000000.0
4202012033200,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,उच्च शिक्षा निदेशालय,25,लघु निर्माण कार्य,N,V,2020-2021,500000,0.0,0,0.0,0.0,0.0,0.0
4202012033300,,,,AYODHYA,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
4202012033300,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,400000,0.0,0,0.0,0.0,0.0,0.0
4202012033600,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,"बाबा साहब डा0 भीमराव अम्बेडकर विश्वविद्यालय, लखनऊ में सावित्री बाई फुले गर्ल्स हॉस्टल का निर्माण",24,वृहत् निर्माण कार्य,N,V,2020-2021,0,17700000.0,0,17700000.0,0.0,17700000.0,-17700000.0
4202018000300,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),4202,,"पब्लिक लाईब्रेरी,इलाहाबाद",25,लघु निर्माण कार्य,N,V,2020-2021,199434,99752.0,0,99752.0,50.02,99752.0,99682.0
8009011010100,,,,AYODHYA,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,510000.0,0,510000.0,0.0,510000.0,-510000.0
8009011010100,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5205875.0,0,5205875.0,0.0,5205875.0,-5205875.0
8009011010100,,,,PRAYAGRAJ-COLL,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3875360.0,0,3875360.0,0.0,3875360.0,-3875360.0
8009011010200,,,,PRAYAGRAJ-CIV,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,30434823.0,1383912,31818735.0,0.0,30434823.0,-30434823.0
8009011010200,,,,PRAYAGRAJ-COLL,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5721125.0,0,5721125.0,0.0,5721125.0,-5721125.0
