Scheme Code,Division Code,Division Description,Treasury Code,Treasury,Grant Number,Grant Head Description,Major Head Code,Major Head Description,Scheme Code Description,Standard Object Code,Standard Object Description,Plan / Non-Plan,Voted / Charged,fiscal_year,Progressive Allotment,Actual Progressive Expenditure upto month (February),Provisional Current Month Expenditure(March),Total Expenditure Upto Month (March),% A/E,overall expenditure,excess
8009011010100,1100.0,BAREILLY,11.0,BAREILLY,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2950393.0,0,2950393.0,0.0,2950393.0,-2950393.0
4202012033300,1100.0,BAREILLY,11.0,BAREILLY,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
4202012033300,1100.0,BAREILLY,16.0,PILIBHIT,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
8009011010200,1100.0,BAREILLY,13.0,BADAUN,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2166574.0,0,2166574.0,0.0,2166574.0,-2166574.0
8009011010200,1100.0,BAREILLY,15.0,SHAHJAHANPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1450000.0,0,1450000.0,0.0,1450000.0,-1450000.0
8009011010200,1100.0,BAREILLY,11.0,BAREILLY,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5801877.0,0,5801877.0,0.0,5801877.0,-5801877.0
8009011010100,1100.0,BAREILLY,16.0,PILIBHIT,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,652000.0,0,652000.0,0.0,652000.0,-652000.0
4202012033300,1100.0,BAREILLY,15.0,SHAHJAHANPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,200000,0.0,0,0.0,0.0,0.0,0.0
8009011010200,1100.0,BAREILLY,16.0,PILIBHIT,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3533759.0,0,3533759.0,0.0,3533759.0,-3533759.0
4202012033300,1100.0,BAREILLY,13.0,BADAUN,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,300000,299760.0,0,299760.0,99.92,299760.0,240.0
8009011010200,3300.0,BASTI,67.0,SIDDHARTH NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1114924.0,0,1114924.0,0.0,1114924.0,-1114924.0
8009011010200,3300.0,BASTI,67.0,SIDDHARTH NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1275000.0,0,1275000.0,0.0,1275000.0,-1275000.0
8009011010200,3300.0,BASTI,33.0,BASTI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1476000.0,0,1476000.0,0.0,1476000.0,-1476000.0
4202012033300,3300.0,BASTI,33.0,BASTI,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,200000,0.0,0,0.0,0.0,0.0,0.0
8009011010100,3300.0,BASTI,67.0,SIDDHARTH NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,197600.0,0,197600.0,0.0,197600.0,-197600.0
8009011010200,3300.0,BASTI,33.0,BASTI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5704596.0,0,5704596.0,0.0,5704596.0,-5704596.0
4202012033000,3300.0,BASTI,67.0,SIDDHARTH NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,"सिद्धार्थ विश्वविद्यालय , कपिलवस्तु , सिद्धार्थनगर",24,वृहत् निर्माण कार्य,N,V,2020-2021,100000000,100000000.0,0,100000000.0,100.0,100000000.0,0.0
8009011010100,3300.0,BASTI,33.0,BASTI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3769568.0,0,3769568.0,0.0,3769568.0,-3769568.0
8009011010100,3300.0,BASTI,67.0,SIDDHARTH NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1282230.0,0,1282230.0,0.0,1282230.0,-1282230.0
4202012021700,3300.0,BASTI,80.0,SANT KABIR NAGR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,5544000,5544000.0,0,5544000.0,100.0,5544000.0,0.0
8009011010100,3300.0,BASTI,33.0,BASTI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4507587.0,0,4507587.0,0.0,4507587.0,-4507587.0
8009011010100,3300.0,BASTI,80.0,SANT KABIR NAGR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1150000.0,0,1150000.0,0.0,1150000.0,-1150000.0
8009011010200,3300.0,BASTI,33.0,BASTI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15752741.0,0,15752741.0,0.0,15752741.0,-15752741.0
8009011010200,3300.0,BASTI,80.0,SANT KABIR NAGR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,150000.0,0,150000.0,0.0,150000.0,-150000.0
8009011010200,3300.0,BASTI,80.0,SANT KABIR NAGR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5179046.0,0,5179046.0,0.0,5179046.0,-5179046.0
4202012033300,3300.0,BASTI,67.0,SIDDHARTH NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,100000.0,0,100000.0,100.0,100000.0,0.0
4202012020600,3300.0,BASTI,33.0,BASTI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,जिला स्तर पर शिक्षा कार्यालय तथा आवासीय भवनों का निर्माण (जिला योजना),24,वृहत् निर्माण कार्य,N,V,2020-2021,3000000,0.0,0,0.0,0.0,0.0,0.0
8009011010100,4900.0,FAIZABAD,74.0,AMBEDKARNAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,200000.0,0,200000.0,0.0,200000.0,-200000.0
8009011010100,4900.0,FAIZABAD,52.0,SULTANPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3918882.0,0,3918882.0,0.0,3918882.0,-3918882.0
8009011010200,4900.0,FAIZABAD,74.0,AMBEDKARNAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3244897.0,0,3244897.0,0.0,3244897.0,-3244897.0
8009011010100,4900.0,FAIZABAD,54.0,BARABANKI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1510468.0,0,1510468.0,0.0,1510468.0,-1510468.0
8009011010200,4900.0,FAIZABAD,54.0,BARABANKI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4911658.0,0,4911658.0,0.0,4911658.0,-4911658.0
8009011010200,4900.0,FAIZABAD,52.0,SULTANPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1235107.0,0,1235107.0,0.0,1235107.0,-1235107.0
8009011010200,4900.0,FAIZABAD,54.0,BARABANKI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,16902736.0,0,16902736.0,0.0,16902736.0,-16902736.0
8009011010200,4900.0,FAIZABAD,52.0,SULTANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15420032.0,0,15420032.0,0.0,15420032.0,-15420032.0
8009011010100,4900.0,FAIZABAD,52.0,SULTANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,9855366.0,0,9855366.0,0.0,9855366.0,-9855366.0
8009011010100,4900.0,FAIZABAD,54.0,BARABANKI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2362610.0,0,2362610.0,0.0,2362610.0,-2362610.0
8009011010100,4900.0,FAIZABAD,74.0,AMBEDKARNAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2251243.0,0,2251243.0,0.0,2251243.0,-2251243.0
4202012020600,4900.0,FAIZABAD,52.0,SULTANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,जिला स्तर पर शिक्षा कार्यालय तथा आवासीय भवनों का निर्माण (जिला योजना),24,वृहत् निर्माण कार्य,N,V,2020-2021,2000000,2000000.0,0,2000000.0,100.0,2000000.0,0.0
8009011010200,4900.0,FAIZABAD,74.0,AMBEDKARNAGAR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,902598.0,0,902598.0,0.0,902598.0,-902598.0
4202012033300,4900.0,FAIZABAD,74.0,AMBEDKARNAGAR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
8009011010200,4900.0,FAIZABAD,74.0,AMBEDKARNAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15842024.0,731470,16573494.0,0.0,15842024.0,-15842024.0
8009011010200,5000.0,GONDA,50.0,GONDA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1749058.0,0,1749058.0,0.0,1749058.0,-1749058.0
4202012033300,5000.0,GONDA,79.0,BALRAMPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,100000,100000.0,100.0,100000.0,0.0
8009011010200,5000.0,GONDA,79.0,BALRAMPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1000000.0,0,1000000.0,0.0,1000000.0,-1000000.0
8009011010200,5000.0,GONDA,85.0,SRAWASTI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,210787.0,0,210787.0,0.0,210787.0,-210787.0
8009011010100,5000.0,GONDA,79.0,BALRAMPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3576022.0,0,3576022.0,0.0,3576022.0,-3576022.0
8009011010100,5000.0,GONDA,50.0,GONDA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2961533.0,0,2961533.0,0.0,2961533.0,-2961533.0
8009011010100,5000.0,GONDA,51.0,BAHRAICH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3206396.0,0,3206396.0,0.0,3206396.0,-3206396.0
4202012021700,5000.0,GONDA,50.0,GONDA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,4784000,4784000.0,0,4784000.0,100.0,4784000.0,0.0
8009011010200,5000.0,GONDA,79.0,BALRAMPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,181430.0,0,181430.0,0.0,181430.0,-181430.0
8009011010200,5000.0,GONDA,51.0,BAHRAICH,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3246747.0,0,3246747.0,0.0,3246747.0,-3246747.0
8009011010100,5000.0,GONDA,51.0,BAHRAICH,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1500000.0,0,1500000.0,0.0,1500000.0,-1500000.0
8009011010200,5000.0,GONDA,51.0,BAHRAICH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,31297204.0,0,31297204.0,0.0,31297204.0,-31297204.0
8009011010200,5000.0,GONDA,79.0,BALRAMPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,8442032.0,0,8442032.0,0.0,8442032.0,-8442032.0
8009011010100,5000.0,GONDA,79.0,BALRAMPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,150000.0,0,150000.0,0.0,150000.0,-150000.0
8009011010100,5000.0,GONDA,50.0,GONDA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1355845.0,0,1355845.0,0.0,1355845.0,-1355845.0
8009011010200,5000.0,GONDA,85.0,SRAWASTI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2350000.0,0,2350000.0,0.0,2350000.0,-2350000.0
8009011010200,5000.0,GONDA,50.0,GONDA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,10638277.0,210000,10848277.0,0.0,10638277.0,-10638277.0
8009011010200,3200.0,GORAKHPUR,73.0,KUSHI NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1250000.0,0,1250000.0,0.0,1250000.0,-1250000.0
8009011010100,3200.0,GORAKHPUR,73.0,KUSHI NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2184564.0,0,2184564.0,0.0,2184564.0,-2184564.0
8009011010100,3200.0,GORAKHPUR,32.0,GORAKHPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1895549.0,0,1895549.0,0.0,1895549.0,-1895549.0
8009011010100,3200.0,GORAKHPUR,35.0,DEORIA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,210000.0,110000,320000.0,0.0,210000.0,-210000.0
4202012011100,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,वनटांगिया ग्रामों में प्राथमिक एवं उच्च प्राथमिक विद्यालयों का निर्माण,24,वृहत् निर्माण कार्य,N,V,2020-2021,36880000,14752000.0,0,14752000.0,40.0,14752000.0,22128000.0
4202012031900,3200.0,GORAKHPUR,32.0,GORAKHPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयों में आधारभूत सुविधाओं का विस्तार,24,वृहत् निर्माण कार्य,N,V,2020-2021,12500000,12500000.0,0,12500000.0,100.0,12500000.0,0.0
4202012033300,3200.0,GORAKHPUR,35.0,DEORIA,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,300000,100000.0,0,100000.0,33.33,100000.0,200000.0
8009011010200,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3586698.0,0,3586698.0,0.0,3586698.0,-3586698.0
8009011010100,3200.0,GORAKHPUR,35.0,DEORIA,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,750000.0,0,750000.0,0.0,750000.0,-750000.0
4202012033300,3200.0,GORAKHPUR,73.0,KUSHI NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,100000.0,0,100000.0,100.0,100000.0,0.0
4202012033300,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,100000.0,0,100000.0,100.0,100000.0,0.0
8009011010200,3200.0,GORAKHPUR,32.0,GORAKHPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,7075859.0,0,7075859.0,0.0,7075859.0,-7075859.0
8009011010200,3200.0,GORAKHPUR,35.0,DEORIA,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3379359.0,0,3379359.0,0.0,3379359.0,-3379359.0
8009011010200,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2179914.0,0,2179914.0,0.0,2179914.0,-2179914.0
4202012033300,3200.0,GORAKHPUR,32.0,GORAKHPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
8009011010100,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,380000.0,0,380000.0,0.0,380000.0,-380000.0
8009011010200,3200.0,GORAKHPUR,35.0,DEORIA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,9625932.0,0,9625932.0,0.0,9625932.0,-9625932.0
8009011010200,3200.0,GORAKHPUR,32.0,GORAKHPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5696559.0,0,5696559.0,0.0,5696559.0,-5696559.0
8009011010100,3200.0,GORAKHPUR,73.0,KUSHI NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,6045001.0,200000,6245001.0,0.0,6045001.0,-6045001.0
8009011010100,3200.0,GORAKHPUR,32.0,GORAKHPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15206982.0,96000,15302982.0,0.0,15206982.0,-15206982.0
8009011010100,3200.0,GORAKHPUR,35.0,DEORIA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5143508.0,0,5143508.0,0.0,5143508.0,-5143508.0
8009011010200,3200.0,GORAKHPUR,73.0,KUSHI NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,8149447.0,0,8149447.0,0.0,8149447.0,-8149447.0
4202012021700,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,7936000,2392000.0,0,2392000.0,30.14,2392000.0,5544000.0
4202012021700,3200.0,GORAKHPUR,73.0,KUSHI NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,11936000,11936000.0,0,11936000.0,100.0,11936000.0,0.0
8009011010200,3200.0,GORAKHPUR,32.0,GORAKHPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,35519207.0,1955388,37474595.0,0.0,35519207.0,-35519207.0
8009011010100,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,7762609.0,0,7762609.0,0.0,7762609.0,-7762609.0
4202012020600,3200.0,GORAKHPUR,73.0,KUSHI NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,जिला स्तर पर शिक्षा कार्यालय तथा आवासीय भवनों का निर्माण (जिला योजना),24,वृहत् निर्माण कार्य,N,V,2020-2021,3000000,3000000.0,0,3000000.0,100.0,3000000.0,0.0
4202012020600,3200.0,GORAKHPUR,32.0,GORAKHPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,जिला स्तर पर शिक्षा कार्यालय तथा आवासीय भवनों का निर्माण (जिला योजना),24,वृहत् निर्माण कार्य,N,V,2020-2021,5000000,5000000.0,0,5000000.0,100.0,5000000.0,0.0
4202012020500,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,"राजकीय उ.मा.विद्यालयों का भवन निर्माण, विस्तार, विद्युतीकरण एवं भूमि/भवन क्रय (जिला योजना)",24,वृहत् निर्माण कार्य,N,V,2020-2021,6443000,3000000.0,0,3000000.0,46.56,3000000.0,3443000.0
4202012020500,3200.0,GORAKHPUR,32.0,GORAKHPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,"राजकीय उ.मा.विद्यालयों का भवन निर्माण, विस्तार, विद्युतीकरण एवं भूमि/भवन क्रय (जिला योजना)",24,वृहत् निर्माण कार्य,N,V,2020-2021,13796000,11347000.0,0,11347000.0,82.25,11347000.0,2449000.0
4202012020400,3200.0,GORAKHPUR,35.0,DEORIA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय उच्चतर माध्यमिक विद्यालयों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,20470000,10000000.0,0,10000000.0,48.85,10000000.0,10470000.0
8009011010200,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5043697.0,0,5043697.0,0.0,5043697.0,-5043697.0
8009011010200,3200.0,GORAKHPUR,35.0,DEORIA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,650000.0,0,650000.0,0.0,650000.0,-650000.0
8009011010200,2300.0,JHANSI-MAIN,23.0,JHANSI-MAIN,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,19460394.0,415400,19875794.0,0.0,19460394.0,-19460394.0
8009011010200,2300.0,JHANSI-MAIN,58.0,LALITPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1662834.0,0,1662834.0,0.0,1662834.0,-1662834.0
8009011010200,2300.0,JHANSI-MAIN,23.0,JHANSI-MAIN,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,180000.0,0,180000.0,0.0,180000.0,-180000.0
8009011010100,2300.0,JHANSI-MAIN,24.0,ORAI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,770846.0,0,770846.0,0.0,770846.0,-770846.0
8009011010100,2300.0,JHANSI-MAIN,24.0,ORAI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4349765.0,120000,4469765.0,0.0,4349765.0,-4349765.0
8009011010100,2300.0,JHANSI-MAIN,23.0,JHANSI-MAIN,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2000997.0,0,2000997.0,0.0,2000997.0,-2000997.0
8009011010200,2300.0,JHANSI-MAIN,58.0,LALITPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,11010814.0,0,11010814.0,0.0,11010814.0,-11010814.0
8009011010200,2300.0,JHANSI-MAIN,24.0,ORAI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,28565718.0,0,28565718.0,0.0,28565718.0,-28565718.0
8009011010100,2300.0,JHANSI-MAIN,58.0,LALITPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,600000.0,0,600000.0,0.0,600000.0,-600000.0
8009011010100,2300.0,JHANSI-MAIN,24.0,ORAI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1326424.0,0,1326424.0,0.0,1326424.0,-1326424.0
4202012021300,2300.0,JHANSI-MAIN,24.0,ORAI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय माध्यमिक विद्यालय (बालक/बालिका),25,लघु निर्माण कार्य,N,V,2020-2021,151000,151000.0,0,151000.0,100.0,151000.0,0.0
8009011010200,2300.0,JHANSI-MAIN,23.0,JHANSI-MAIN,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5534354.0,902965,6437319.0,0.0,5534354.0,-5534354.0
8009011010200,2300.0,JHANSI-MAIN,24.0,ORAI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,700000.0,0,700000.0,0.0,700000.0,-700000.0
8009011010100,2300.0,JHANSI-MAIN,23.0,JHANSI-MAIN,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,9464111.0,0,9464111.0,0.0,9464111.0,-9464111.0
8009011010100,2300.0,JHANSI-MAIN,58.0,LALITPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3452441.0,0,3452441.0,0.0,3452441.0,-3452441.0
8009011010100,2300.0,JHANSI-MAIN,23.0,JHANSI-MAIN,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,795500.0,0,795500.0,0.0,795500.0,-795500.0
8009011010200,2000.0,KANPUR NAGAR,20.0,KANPUR NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15403155.0,0,15403155.0,0.0,15403155.0,-15403155.0
8009011010100,2000.0,KANPUR NAGAR,20.0,KANPUR NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3890758.0,500000,4390758.0,0.0,3890758.0,-3890758.0
8009011010100,2000.0,KANPUR NAGAR,62.0,KANPUR DEHAT,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,200000.0,0,200000.0,0.0,200000.0,-200000.0
8009011010100,2000.0,KANPUR NAGAR,18.0,FARRUKHABAD,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,250000.0,0,250000.0,0.0,250000.0,-250000.0
8009011010100,2000.0,KANPUR NAGAR,18.0,FARRUKHABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3635656.0,0,3635656.0,0.0,3635656.0,-3635656.0
8009011010100,2000.0,KANPUR NAGAR,19.0,ETAWAH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3345961.0,0,3345961.0,0.0,3345961.0,-3345961.0
4202012021000,2000.0,KANPUR NAGAR,20.0,KANPUR NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,क्षेत्रीय कर्मचारी निरीक्षण वर्ग (पुरूष),25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
