Scheme Code,Division Code,Division Description,Treasury Code,Treasury,Grant Number,Grant Head Description,Major Head Code,Major Head Description,Scheme Code Description,Standard Object Code,Standard Object Description,Plan / Non-Plan,Voted / Charged,fiscal_year,Progressive Allotment,Actual Progressive Expenditure upto month (October),Provisional Current Month Expenditure(November),Total Expenditure Upto Month (November),% A/E,overall expenditure,excess
4202012010101,2700.0,VARANASI,77.0,CHANDAULI,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,26262891.0,18113645.0,0,18113645.0,68.97,18113645.0,8149246.0
4202012010500,5000.0,GONDA,50.0,GONDA,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,बेसिक शिक्षा परिषद द्वारा संचालित उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास,24,वृहत् निर्माण कार्य,N,V,2017-2018,7805000.0,1305000.0,0,1305000.0,16.72,1305000.0,6500000.0
4202012010101,5000.0,GONDA,85.0,SRAWASTI,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,19356680.0,12942985.0,0,12942985.0,66.87,12942985.0,6413695.0
4202012010101,4300.0,LUCKNOW COLL.,44.0,UNNAO TREASURY,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,32619343.0,27276922.0,0,27276922.0,83.62,27276922.0,5342421.0
4202012010101,5000.0,GONDA,51.0,BAHRAICH,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,34207683.0,30367492.0,0,30367492.0,88.77,30367492.0,3840191.0
4202012010101,3400.0,AZAMGARH,34.0,AZAMGARH,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,28243007.0,24645050.0,0,24645050.0,87.26,24645050.0,3597957.0
4202012010101,3400.0,AZAMGARH,66.0,MAU,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,15179392.0,11617078.0,0,11617078.0,76.53,11617078.0,3562314.0
4202012010101,5000.0,GONDA,50.0,GONDA,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,31308577.0,28222770.0,0,28222770.0,90.14,28222770.0,3085807.0
4202012010101,2200.0,ALLAHABAD,64.0,ALLAHABAD II,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,38029836.0,35228754.0,0,35228754.0,92.63,35228754.0,2801082.0
4202012010101,4900.0,FAIZABAD,74.0,AMBEDKARNAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,16638988.0,13956488.0,0,13956488.0,83.88,13956488.0,2682500.0
4202012010101,3400.0,AZAMGARH,31.0,BALLIA,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,19132259.0,16692193.0,0,16692193.0,87.25,16692193.0,2440066.0
4202012010101,2200.0,ALLAHABAD,53.0,PRATAPGARH,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,30942543.0,28622543.0,0,28622543.0,92.5,28622543.0,2320000.0
4202012010101,800.0,AGRA,88.0,KANSHI RAM NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,17467438.0,15364487.0,0,15364487.0,87.96,15364487.0,2102951.0
4202012010101,2200.0,ALLAHABAD,82.0,KAUSHAMBI,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,18950322.0,17231106.0,0,17231106.0,90.93,17231106.0,1719216.0
4202012010101,800.0,AGRA,68.0,FIROZABAD,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,17286095.0,15871055.0,0,15871055.0,91.81,15871055.0,1415040.0
4202012010101,2300.0,JHANSI-MAIN,23.0,JHANSI-MAIN,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,14339522.0,12939652.0,0,12939652.0,90.24,12939652.0,1399870.0
4202012010101,4300.0,LUCKNOW COLL.,48.0,KHERI,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,37013051.0,35700271.0,0,35700271.0,96.45,35700271.0,1312780.0
4202012010500,2200.0,ALLAHABAD,64.0,ALLAHABAD II,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,बेसिक शिक्षा परिषद द्वारा संचालित उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास,24,वृहत् निर्माण कार्य,N,V,2017-2018,10146500.0,9006725.0,0,9006725.0,88.77,9006725.0,1139775.0
4202012010101,4900.0,FAIZABAD,54.0,BARABANKI,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,25781651.0,24740261.0,0,24740261.0,95.96,24740261.0,1041390.0
4202012010101,1100.0,BAREILLY,15.0,SHAHJAHANPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,32218454.0,31201293.0,0,31201293.0,96.84,31201293.0,1017161.0
4202012020500,2700.0,VARANASI,29.0,JAUNPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,"राजकीय उ.मा.विद्यालयों का भवन निर्माण, विस्तार, विद्युतीकरण एवं भूमि/भवन क्रय (जिला योजना)",24,वृहत् निर्माण कार्य,N,V,2017-2018,1053265.0,49691.0,0,49691.0,4.72,49691.0,1003574.0
4202012010500,2000.0,KANPUR NAGAR,84.0,KANNAUJ,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,बेसिक शिक्षा परिषद द्वारा संचालित उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास,24,वृहत् निर्माण कार्य,N,V,2017-2018,5463500.0,4495680.0,0,4495680.0,82.29,4495680.0,967820.0
4202012010101,2700.0,VARANASI,29.0,JAUNPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,33812821.0,32882931.0,0,32882931.0,97.25,32882931.0,929890.0
4202012010500,2200.0,ALLAHABAD,82.0,KAUSHAMBI,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,बेसिक शिक्षा परिषद द्वारा संचालित उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास,24,वृहत् निर्माण कार्य,N,V,2017-2018,5463500.0,4715025.0,0,4715025.0,86.3,4715025.0,748475.0
4202012010101,2700.0,VARANASI,30.0,GHAZIPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,20077474.0,19383636.0,0,19383636.0,96.54,19383636.0,693838.0
4202012010101,2000.0,KANPUR NAGAR,18.0,FARRUKHABAD,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,25097050.0,24536021.0,0,24536021.0,97.76,24536021.0,561029.0
4202012010500,200.0,SAHARANPUR,3.0,MUZAFFARNAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,बेसिक शिक्षा परिषद द्वारा संचालित उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास,24,वृहत् निर्माण कार्य,N,V,2017-2018,6244000.0,5744480.0,0,5744480.0,92.0,5744480.0,499520.0
4202012010500,3200.0,GORAKHPUR,32.0,GORAKHPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,बेसिक शिक्षा परिषद द्वारा संचालित उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास,24,वृहत् निर्माण कार्य,N,V,2017-2018,9065500.0,8585500.0,0,8585500.0,94.71,8585500.0,480000.0
4202012010101,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,23351767.0,22884267.0,0,22884267.0,98.0,22884267.0,467500.0
4202012010101,2000.0,KANPUR NAGAR,84.0,KANNAUJ,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,15580281.0,15138842.0,0,15138842.0,97.17,15138842.0,441439.0
4202012010101,2000.0,KANPUR NAGAR,20.0,KANPUR NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,18849588.0,18413472.0,0,18413472.0,97.69,18413472.0,436116.0
4202012010500,3400.0,AZAMGARH,66.0,MAU,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,बेसिक शिक्षा परिषद द्वारा संचालित उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास,24,वृहत् निर्माण कार्य,N,V,2017-2018,5463500.0,5059250.0,0,5059250.0,92.6,5059250.0,404250.0
4202012010101,2600.0,BANDA,87.0,CHITRAKOOT,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,12673213.0,12291013.0,0,12291013.0,96.98,12291013.0,382200.0
4202012010101,2600.0,BANDA,26.0,BANDA,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,18445648.0,18083148.0,0,18083148.0,98.03,18083148.0,362500.0
4202012010101,4900.0,FAIZABAD,49.0,FAIZABAD,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,11507000.0,11285064.0,0,11285064.0,98.07,11285064.0,221936.0
4202012033300,1100.0,BAREILLY,13.0,BADAUN,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,300000.0,100000.0,0,100000.0,33.33,100000.0,200000.0
4202012010500,800.0,AGRA,78.0,HATHRAS,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,बेसिक शिक्षा परिषद द्वारा संचालित उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास,24,वृहत् निर्माण कार्य,N,V,2017-2018,5463500.0,5302940.0,0,5302940.0,97.06,5302940.0,160560.0
4202012010101,400.0,MEERUT SADAR,76.0,G.B.NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,10999500.0,10843400.0,0,10843400.0,98.58,10843400.0,156100.0
4202012010101,800.0,AGRA,78.0,HATHRAS,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,9656000.0,9502324.0,0,9502324.0,98.41,9502324.0,153676.0
4202012010101,2600.0,BANDA,25.0,SADAR TRY-HMRPR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,9656447.0,9550947.0,0,9550947.0,98.91,9550947.0,105500.0
4202012033300,200.0,SAHARANPUR,2.0,SAHARANPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,200000.0,99829.0,0,99829.0,49.91,99829.0,100171.0
4202012033300,1100.0,BAREILLY,11.0,BAREILLY,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,200000.0,100000.0,0,100000.0,50.0,100000.0,100000.0
4202012033300,2800.0,MIRZAPUR,72.0,BHADOHI,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,200000.0,100000.0,0,100000.0,50.0,100000.0,100000.0
4202012010101,400.0,MEERUT SADAR,4.0,MEERUT SADAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,13068000.0,13028160.0,0,13028160.0,99.7,13028160.0,39840.0
4202012010101,4300.0,LUCKNOW COLL.,43.0,LUCKNOW COLL.,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,15063167.0,15049667.0,0,15049667.0,99.91,15049667.0,13500.0
4202012010101,4300.0,LUCKNOW COLL.,89.0,CSMAHARAJ NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,18012844.0,17999536.0,0,17999536.0,99.93,17999536.0,13308.0
4202012010101,2300.0,JHANSI-MAIN,24.0,ORAI,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,11072000.0,11059000.0,0,11059000.0,99.88,11059000.0,13000.0
4202012010101,1400.0,MORADABAD,12.0,BIJNOR,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,सर्व शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2017-2018,13177215.0,13172390.0,0,13172390.0,99.96,13172390.0,4825.0
4202012033300,2700.0,VARANASI,27.0,VARANASI,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,200000.0,195600.0,0,195600.0,97.8,195600.0,4400.0
4202012033200,2200.0,ALLAHABAD,64.0,ALLAHABAD II,73,शिक्षा विभाग (उच्च शिक्षा),4202,,उच्च शिक्षा निदेशालय,25,लघु निर्माण कार्य,N,V,2017-2018,200000.0,196220.0,0,196220.0,98.11,196220.0,3780.0
4202012033300,4900.0,FAIZABAD,49.0,FAIZABAD,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,100000.0,98862.0,0,98862.0,98.86,98862.0,1138.0
4202012033300,2200.0,ALLAHABAD,21.0,FATEHPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,100000.0,98964.0,0,98964.0,98.96,98964.0,1036.0
4202012021800,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,ई-बुक्स का क्रय / ई- लाइब्रेरी की स्थापना,42,अन्य व्यय,N,V,2017-2018,3106000.0,3105063.0,0,3105063.0,99.97,3105063.0,937.0
4202012033300,3200.0,GORAKHPUR,70.0,MAHARAJGANJ,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,100000.0,99180.0,0,99180.0,99.18,99180.0,820.0
4202012033300,2200.0,ALLAHABAD,53.0,PRATAPGARH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,200000.0,199380.0,0,199380.0,99.69,199380.0,620.0
4202012033300,400.0,MEERUT SADAR,76.0,G.B.NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,200000.0,199488.0,0,199488.0,99.74,199488.0,512.0
4202012033300,400.0,MEERUT SADAR,83.0,BAGHPAT SADAR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,100000.0,99560.0,0,99560.0,99.56,99560.0,440.0
4202012033300,4300.0,LUCKNOW COLL.,46.0,SITAPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,100000.0,99797.0,0,99797.0,99.8,99797.0,203.0
4202012021500,2200.0,ALLAHABAD,64.0,ALLAHABAD II,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,केन्द्रीय राज्य पुस्तकालय,25,लघु निर्माण कार्य,N,V,2017-2018,83685.0,83500.0,0,83500.0,99.78,83500.0,185.0
4202012033300,2000.0,KANPUR NAGAR,19.0,ETAWAH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,100000.0,99848.0,0,99848.0,99.85,99848.0,152.0
4202012033300,3400.0,AZAMGARH,34.0,AZAMGARH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,100000.0,99849.0,0,99849.0,99.85,99849.0,151.0
4202012033300,1400.0,MORADABAD,86.0,J.P.NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,100000.0,99904.0,0,99904.0,99.9,99904.0,96.0
4202012033300,1100.0,BAREILLY,15.0,SHAHJAHANPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2017-2018,100000.0,99949.0,0,99949.0,99.95,99949.0,51.0
